id,team,No,name,time_played,position,birthdate,height,weight,salary,nth_year,is_youth,nationality,j1_total_num_played,j1_total_scores,j2_total_num_played,j2_total_scores,j3_total_num_played,j3_total_scores,na_total_num_played,na_total_scores,prev3_team,prev2_team,prev1_team,prev3_div,prev2_div,prev1_div,prev3_num_played,prev2_num_played,prev1_num_played,prev3_scores,prev2_scores,prev1_scores,prev3_time_played,prev2_time_played,prev1_time_played
614,福岡,6.0,ダニルソン,1325.0,MF,1986-09-06,186.0,86.0,4000,1.0,,Colombia,144.0,8.0,41.0,6.0,,,3.0,0.0,名古屋,名古屋,名古屋,1,1,1,29,27,12,0,1,0,2411,2120,899
615,福岡,7.0,金森　健志,2320.0,FW,1994-04-04,171.0,74.0,1500,4.0,,,,,99.0,21.0,,,,,福岡,福岡,福岡,2,2,2,37,30,32,6,9,6,2285,1691,2131
616,福岡,8.0,中原　秀人,19.0,MF,1990-10-29,172.0,64.0,1500,4.0,,,,,99.0,3.0,,,,,福岡,福岡,福岡,2,2,2,38,40,16,1,0,1,3193,3538,999
617,福岡,9.0,中原　貴之,17.0,FW,1984-11-18,182.0,83.0,2200,2.0,,,85.0,8.0,148.0,27.0,,,,,仙台,仙台,福岡,1,1,2,11,3,34,0,0,8,140,36,1741
618,福岡,10.0,城後　寿,2755.0,FW,1986-04-16,183.0,77.0,3000,12.0,,,56.0,11.0,260.0,51.0,,,,,福岡,福岡,福岡,2,2,2,35,40,42,5,9,8,3051,3512,3428
619,福岡,11.0,坂田　大輔,836.0,FW,1983-01-16,175.0,70.0,2800,5.0,,,247.0,46.0,156.0,28.0,,,1.0,0.0,福岡,福岡,福岡,2,2,2,40,31,35,11,5,3,2769,2126,993
620,福岡,13.0,為田　大貴,1198.0,MF,1993-08-24,175.0,72.0,1300,1.0,,,21.0,0.0,112.0,13.0,,,,,大分,大分,大分,1,2,2,21,33,32,0,5,6,1786,2555,2536
621,福岡,14.0,平井　将生,927.0,FW,1987-12-04,179.0,72.0,2000,3.0,,,81.0,19.0,74.0,9.0,,,,,G大阪,福岡,福岡,2,2,2,17,42,15,4,3,2,507,2132,167
622,福岡,15.0,末吉　隼也,1930.0,MF,1987-11-18,175.0,73.0,1800,5.0,,,36.0,2.0,138.0,9.0,,,,,鳥栖,大分,福岡,1,2,2,7,36,39,0,3,4,396,3100,3473
623,福岡,16.0,三島　勇太,97.0,MF,1994-05-10,169.0,64.0,1000,4.0,1.0,,,,66.0,2.0,,,,,福岡,福岡,福岡,2,2,2,27,30,9,2,0,0,2001,2310,490
625,福岡,17.0,ウェリントン,2085.0,FW,1988-02-11,186.0,89.0,5500,2.0,,brazil,16.0,3.0,56.0,27.0,,,,,湘南,湘南,BRA・福岡,1,2,2,16,38,18,3,20,7,1287,3299,1387
626,福岡,18.0,亀川　諒史,2430.0,DF,1993-05-28,177.0,72.0,1300,2.0,,,20.0,1.0,56.0,1.0,,,,,湘南,湘南,福岡,1,2,2,20,18,38,1,1,0,1214,1051,3348
627,福岡,19.0,堤　俊輔,1260.0,DF,1987-06-08,179.0,75.0,2000,5.0,,,19.0,0.0,168.0,5.0,,,,,福岡,福岡,福岡,2,2,2,40,42,40,1,4,0,3578,3780,3596
628,福岡,20.0,キム　ヒョヌン,2610.0,DF,1991-04-30,184.0,77.0,1300,1.0,,korea,,,99.0,8.0,,,,,千葉,千葉,千葉,2,2,2,25,35,39,0,4,4,1628,3064,3464
629,福岡,21.0,冨安　健洋,789.0,DF,1998-11-05,188.0,78.0,380,1.0,1.0,,,,0.0,0.0,,,,,-,-,福岡,-,-,2,-,-,0,-,-,0,-,-,0
630,福岡,22.0,中村　北斗,1253.0,MF,1985-07-10,167.0,69.0,2800,7.0,,,99.0,7.0,129.0,10.0,,,,,FC東京,大宮,福岡,1,1,2,0,20,30,0,0,3,0,1661,2510
631,福岡,23.0,イ　ボムヨン,2250.0,GK,1989-04-02,194.0,90.0,4000,1.0,,korea,,,,,,,1.0,0.0,KOR,KOR,KOR,9,9,9,31,31,27,0,0,0,-,-,-
633,福岡,25.0,兼田　亜季重,90.0,GK,1990-02-26,185.0,77.0,480,1.0,,,0.0,0.0,6.0,0.0,,,,,愛媛,山形,山形,2,2,1,1,3,0,0,0,0,90,221,0
634,福岡,26.0,田村　友,1327.0,DF,1992-11-22,186.0,89.0,500,2.0,,,,,18.0,0.0,,,,,-,福岡,福岡,-,2,2,-,0,18,-,0,0,-,0,1607
635,福岡,27.0,邦本　宜裕,1055.0,FW,1997-10-08,175.0,77.0,480,2.0,,,0.0,0.0,4.0,0.0,3.0,0.0,,,浦和,-,福岡,2,-,2,-,-,4,-,-,0,-,-,30
636,福岡,29.0,古部　健太,228.0,DF,1985-11-30,180.0,72.0,1300,1.0,,,0.0,0.0,117.0,8.0,,,,,長崎,長崎,長崎,2,2,2,37,39,41,1,4,3,2212,3057,3101
637,福岡,30.0,下坂　晃城,0.0,DF,1993-09-25,176.0,70.0,480,1.0,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
638,福岡,33.0,鈴木　惇,560.0,MF,1989-04-22,170.0,68.0,2000,7.0,1.0,,30.0,1.0,230.0,16.0,,,,,東京V,東京V,福岡,2,2,2,39,34,36,1,1,9,3363,2648,3031
639,名古屋,1.0,楢﨑　正剛,2430.0,GK,1976-04-15,187.0,80.0,7300,18.0,,,604.0,0.0,,,,,77.0,0.0,名古屋,名古屋,名古屋,1,1,1,34,34,34,0,0,0,3060,3060,3060
640,名古屋,2.0,竹内　彬,2700.0,DF,1983-06-18,180.0,70.0,1500,7.0,,,96.0,0.0,122.0,11.0,,,,,千葉,千葉,名古屋,2,2,1,36,8,33,2,0,0,2868,369,2874
641,名古屋,3.0,オーマン,810.0,DF,1991-10-09,191.0,84.0,2100,1.0,,sweden,,,,,,,,,SWE,SWE,SWE,9,9,9,15,6,19,0,0,0,-,-,-
643,名古屋,5.0,大武　峻,1637.0,DF,1992-11-24,189.0,86.0,800,2.0,,,19.0,0.0,,,,,,,-,名古屋,名古屋,-,1,1,-,12,7,-,0,0,-,1011,504
644,名古屋,6.0,古林　将太,1740.0,MF,1991-05-11,174.0,70.0,1500,1.0,,,63.0,3.0,75.0,4.0,,,,,湘南,湘南,湘南,1,2,1,30,2,26,0,0,3,2367,24,1429
645,名古屋,7.0,田口　泰士,2361.0,MF,1991-03-16,176.0,71.0,2900,8.0,,,94.0,5.0,,,,,3.0,0.0,名古屋,名古屋,名古屋,1,1,1,25,29,11,0,1,2,1665,2381,990
647,名古屋,9.0,シモビッチ,2278.0,FW,1991-05-29,199.0,93.0,3800,1.0,,sweden,,,,,,,,,SWE,SWE,SWE,9,9,9,28,11,25,8,0,12,-,-,-
648,名古屋,10.0,小川　佳純,1228.0,MF,1984-08-25,173.0,67.0,3400,10.0,,,266.0,35.0,,,,,,,名古屋,名古屋,名古屋,1,1,1,33,25,32,9,3,1,2654,1592,2419
649,名古屋,11.0,永井　謙佑,2696.0,FW,1989-03-05,178.0,71.0,3400,6.0,,,133.0,35.0,5.0,0.0,,,6.0,0.0,名古屋,名古屋,名古屋,1,1,1,14,28,31,0,12,10,762,2088,2731
650,名古屋,13.0,磯村　亮太,918.0,MF,1991-03-16,182.0,73.0,1700,8.0,1.0,,72.0,6.0,,,,,,,名古屋,名古屋,名古屋,1,1,1,6,17,24,0,1,2,296,1137,1459
652,名古屋,15.0,イ　スンヒ,2551.0,MF,1988-06-10,183.0,85.0,2400,1.0,,korea,,,,,,,,,KOR,KOR,THI,9,9,9,33,31,30,0,1,1,-,-,-
653,名古屋,16.0,武田　洋平,630.0,GK,1987-06-30,190.0,82.0,800,1.0,,,9.0,0.0,74.0,0.0,,,,,C大阪,大分,大分,1,2,2,1,41,33,0,0,0,28,3690,2970
654,名古屋,17.0,明神　智和,826.0,MF,1978-01-24,174.0,70.0,2400,1.0,,,482.0,26.0,20.0,0.0,,,26.0,3.0,G大阪,G大阪,G大阪,2,1,1,20,12,10,0,0,0,1219,400,403
655,名古屋,18.0,野田　隆之介,676.0,FW,1988-09-28,185.0,79.0,2500,3.0,,,41.0,9.0,33.0,3.0,,,,,鳥栖,名古屋,名古屋,1,1,1,20,0,4,4,0,1,1528,0,286
656,名古屋,19.0,矢野　貴章,2666.0,FW,1984-04-05,187.0,78.0,2900,4.0,,,304.0,42.0,,,,,19.0,2.0,名古屋,名古屋,名古屋,1,1,1,29,26,28,1,2,3,983,2295,2464
657,名古屋,20.0,矢田　旭,546.0,MF,1991-04-02,170.0,65.0,1200,3.0,1.0,,56.0,2.0,,,,,,,-,名古屋,名古屋,-,1,1,-,22,34,-,1,1,-,1503,2908
658,名古屋,21.0,西村　弘司,0.0,GK,1984-07-07,186.0,78.0,600,9.0,,,21.0,0.0,23.0,0.0,,,,,名古屋,名古屋,名古屋,1,1,1,0,0,0,0,0,0,0,0,0
659,名古屋,22.0,小屋松　知哉,129.0,MF,1995-04-24,171.0,64.0,1000,3.0,,,23.0,1.0,,,3.0,2.0,,,-,名古屋,名古屋,-,1,1,-,1,22,-,0,1,-,9,1452
660,名古屋,23.0,青木　亮太,19.0,MF,1996-03-06,174.0,68.0,380,3.0,,,4.0,0.0,,,7.0,0.0,,,-,名古屋,名古屋,-,1,1,-,4,0,-,0,0,-,44,0
661,名古屋,24.0,高橋　諒,868.0,DF,1993-07-16,171.0,68.0,380,1.0,,,,,,,,,,,-,-,名古屋,-,-,1,-,-,0,-,-,0,-,-,0
662,名古屋,26.0,森　勇人,0.0,MF,1995-04-21,173.0,68.0,380,3.0,1.0,,,,,,3.0,0.0,,,-,名古屋,名古屋,-,1,1,-,0,0,-,0,0,-,0,0
663,名古屋,27.0,杉森　考起,70.0,MF,1997-04-05,174.0,67.0,380,3.0,1.0,,4.0,0.0,,,14.0,5.0,,,-,名古屋,名古屋,-,1,1,-,0,4,-,0,0,-,0,49
664,名古屋,28.0,荻　晃太,0.0,GK,1983-05-05,183.0,74.0,850,1.0,,,75.0,0.0,159.0,0.0,,,,,甲府,甲府,甲府,1,1,1,17,23,11,0,0,0,1472,2070,990
665,名古屋,29.0,和泉　竜司,816.0,MF,1993-11-06,173.0,72.0,380,1.0,,,,,,,,,,,-,-,名古屋,-,-,1,-,-,0,-,-,0,-,-,0
667,名古屋,32.0,川又　堅碁,545.0,FW,1989-10-14,184.0,76.0,3800,3.0,,,123.0,39.0,40.0,18.0,,,5.0,1.0,新潟,新潟・名古屋,名古屋,1,1,1,32,29,33,23,7,9,2503,2445,2147
668,名古屋,33.0,安田　理大,1930.0,DF,1987-12-20,173.0,75.0,3100,1.0,,,163.0,2.0,,,,,7.0,1.0,磐田,鳥栖,神戸,1,1,1,7,33,12,0,1,0,427,2965,901
669,名古屋,34.0,グスタボ,9.0,FW,1996-06-25,177.0,77.0,600,3.0,,brazil,9.0,0.0,,,,,,,-,名古屋,名古屋,-,1,1,-,3,6,-,0,0,-,31,75
671,名古屋,38.0,松田　力,428.0,FW,1991-07-24,175.0,70.0,1400,3.0,,,51.0,6.0,15.0,4.0,,,,,大分,名古屋,名古屋・千葉,1,1,2,9,31,26,4,1,5,796,1132,1655
2,C大阪,2.0,松田　陸,2662.0,DF,1991-07-24 00:00:00,171.0,69.0,1800,2.0,,,16.0,1.0,42.0,2.0,,,,,FC東京,FC東京,C大阪,1,1,2,7,9,42,1,0,2,134,473,3733
3,C大阪,3.0,茂庭　照幸,7.0,DF,1981-09-08 00:00:00,181.0,82.0,3100,7.0,,,299.0,1.0,75.0,2.0,,,9.0,1.0,THA,C大阪,C大阪,9,2,2,32,14,20,0,2,0,-,441,1421
5,C大阪,5.0,田中　裕介,492.0,DF,1986-04-14 00:00:00,181.0,77.0,3100,3.0,,,205.0,10.0,42.0,1.0,,,,,川崎F・AUS,C大阪,C大阪,1,2,2,27,9,33,1,1,0,1908,664,2725
6,C大阪,6.0,ソウザ,2825.0,MF,1988-03-08 00:00:00,183.0,75.0,7100,2.0,,brazil,,,39.0,8.0,,,,,BRA・BRA,BRA,C大阪,9,9,2,23,8,39,1,0,8,-,-,3341
8,C大阪,7.0,関口　訓充,543.0,MF,1985-12-26 00:00:00,171.0,66.0,2500,3.0,,,111.0,6.0,247.0,20.0,,,3.0,0.0,浦和,C大阪,C大阪,1,2,2,7,31,26,0,1,2,205,2052,891
9,C大阪,8.0,柿谷　曜一朗,2918.0,FW,1990-01-03 00:00:00,177.0,68.0,7200,9.0,,,79.0,33.0,168.0,23.0,,,18.0,5.0,C大阪・SUI,SUI,C大阪,1,9,2,14,4,20,1,1,5,1153,-,1635
10,C大阪,9.0,杉本　健勇,2999.0,FW,1992-11-18 00:00:00,187.0,79.0,3200,7.0,1.0,,113.0,17.0,18.0,5.0,,,,,C大阪,川崎F,C大阪,1,1,2,32,24,41,5,6,14,2079,1041,3487
11,C大阪,10.0,山口　蛍,2880.0,MF,1990-10-06 00:00:00,173.0,72.0,5800,9.0,1.0,,102.0,10.0,58.0,2.0,,,29.0,2.0,C大阪,C大阪・GER,C大阪,1,2,2,19,35,19,1,1,1,1795,3150,1800
12,C大阪,11.0,リカルド　サントス,186.0,FW,1987-02-13 00:00:00,187.0,80.0,4800,2.0,,brazil,,,32.0,5.0,,,,,SWE,CHN,C大阪,9,9,2,27,27,32,15,11,5,-,-,2104
14,C大阪,14.0,丸橋　祐介,2947.0,DF,1990-09-02 00:00:00,178.0,73.0,2600,9.0,1.0,,144.0,7.0,79.0,1.0,,,,,C大阪,C大阪,C大阪,1,2,2,33,39,40,3,0,1,2918,3510,3564
16,C大阪,16.0,水沼　宏太,1901.0,MF,1990-02-22 00:00:00,176.0,72.0,3000,1.0,,,170.0,21.0,50.0,7.0,9.0,3.0,,,鳥栖,鳥栖,FC東京,1,1,1,32,32,17,4,7,1,2356,2353,570
17,C大阪,17.0,福満　隆貴,5.0,MF,1992-02-22 00:00:00,171.0,63.0,1500,1.0,,,,,40.0,5.0,35.0,19.0,,,V大分,山口,山口,4,3,2,25,35,40,13,19,5,-,3049,3337
18,C大阪,18.0,清原　翔平,44.0,MF,1987-06-25 00:00:00,165.0,64.0,1600,2.0,,,,,67.0,16.0,38.0,10.0,,,金沢,金沢,C大阪,3,2,2,32,42,25,9,13,3,2859,3577,1740
20,C大阪,20.0,酒本　憲幸,0.0,MF,1984-09-08 00:00:00,175.0,65.0,2100,15.0,,,153.0,4.0,126.0,8.0,1.0,0.0,,,C大阪,C大阪,C大阪,1,2,2,25,25,15,0,0,1,2159,1984,561
21,C大阪,21.0,キム　ジンヒョン,2790.0,GK,1987-07-06 00:00:00,192.0,82.0,10000,9.0,,korea,152.0,0.0,113.0,0.0,,,10.0,0.0,C大阪,C大阪,C大阪,1,2,2,31,24,39,0,0,0,2759,2134,3465
22,C大阪,22.0,マテイ　ヨニッチ,3032.0,DF,1991-01-29 00:00:00,187.0,83.0,7800,1.0,,croatia,,,,,,,,,CRO,KOR,KOR,9,9,9,18,37,34,4,0,0,-,-,-
23,C大阪,23.0,山下　達也,1906.0,DF,1987-11-07 00:00:00,182.0,73.0,2800,11.0,,,68.0,4.0,134.0,3.0,,,,,C大阪,C大阪,C大阪,1,2,2,33,42,39,1,2,1,2937,3769,3510
24,C大阪,24.0,山村　和也,2200.0,MF,1989-12-02 00:00:00,186.0,80.0,2000,2.0,,,63.0,4.0,34.0,6.0,,,1.0,0.0,鹿島,鹿島,C大阪,1,1,2,8,13,34,0,0,6,297,611,2542
42,C大阪,46.0,清武　弘嗣,1289.0,MF,1989-11-12 00:00:00,172.0,66.0,-,4.0,,,97.0,17.0,,,,,42.0,5.0,GER,GER,SPA,9,9,9,32,21,4,5,5,1,-,-,-
51,FC東京,1.0,大久保　択生,630.0,GK,1989-09-18 00:00:00,190.0,92.0,1500,1.0,,,,,136.0,0.0,,,,,長崎,長崎,長崎,2,2,2,23,31,42,0,0,0,2070,2790,3711
52,FC東京,2.0,室屋　成,2291.0,DF,1994-04-05 00:00:00,176.0,70.0,800,2.0,,,12.0,0.0,,,4.0,0.0,,,-,FC東京,FC東京,-,1,1,-,0,12,-,0,0,-,0,1080
53,FC東京,3.0,森重　真人,1484.0,DF,1987-05-21 00:00:00,183.0,79.0,7000,8.0,,,266.0,23.0,37.0,6.0,,,39.0,2.0,FC東京,FC東京,FC東京,1,1,1,33,32,32,1,7,4,2970,2834,2865
54,FC東京,4.0,吉本　一謙,892.0,DF,1988-04-24 00:00:00,185.0,83.0,1500,10.0,1.0,,54.0,1.0,46.0,3.0,10.0,0.0,,,FC東京,FC東京,FC東京,1,1,1,25,19,7,0,0,0,2231,1398,378
55,FC東京,5.0,丸山　祐市,2746.0,DF,1989-06-16 00:00:00,182.0,75.0,3000,5.0,,,57.0,0.0,41.0,2.0,1.0,0.0,2.0,0.0,湘南,FC東京,FC東京,2,1,1,41,20,34,2,0,0,3689,1454,2925
56,FC東京,6.0,太田　宏介,2731.0,DF,1987-07-23 00:00:00,179.0,78.0,6500,5.0,,,184.0,6.0,32.0,0.0,,,7.0,0.0,FC東京,FC東京・HOL,HOL,1,1,9,34,30,10,1,3,0,3060,2608,-
57,FC東京,7.0,米本　拓司,559.0,MF,1990-12-03 00:00:00,177.0,71.0,3500,9.0,,,180.0,5.0,1.0,0.0,,,1.0,0.0,FC東京,FC東京,FC東京,1,1,1,33,31,21,2,1,0,2753,2656,1834
58,FC東京,8.0,髙萩　洋次郎,2644.0,MF,1986-08-02 00:00:00,183.0,69.0,6000,1.0,,,184.0,22.0,86.0,17.0,,,2.0,0.0,広島・AUS,KOR,KOR,1,9,9,32,14,32,3,2,1,2039,-,-
60,FC東京,10.0,梶山　陽平,497.0,MF,1985-09-24 00:00:00,180.0,73.0,3500,13.0,1.0,,256.0,16.0,34.0,6.0,3.0,0.0,,,FC東京,FC東京,FC東京,1,1,1,7,18,14,0,0,0,214,1481,954
61,FC東京,13.0,大久保　嘉人,2140.0,FW,1982-06-09 00:00:00,170.0,73.0,17000,1.0,,,371.0,171.0,29.0,18.0,,,60.0,6.0,川崎F,川崎F,川崎F,1,1,1,32,32,33,18,23,15,2879,2868,2849
63,FC東京,15.0,永井　謙佑,1664.0,FW,1989-03-05 00:00:00,178.0,71.0,3500,1.0,,,164.0,42.0,5.0,0.0,,,6.0,0.0,名古屋,名古屋,名古屋,1,1,1,28,31,31,12,10,7,2088,2731,2696
64,FC東京,16.0,ネイサン　バーンズ,0.0,FW,1988-05-07 00:00:00,173.0,70.0,7000,3.0,,australia,26.0,3.0,,,3.0,0.0,23.0,3.0,AUS,FC東京,FC東京,9,1,1,24,10,16,13,2,1,-,557,818
65,FC東京,17.0,河野　広貴,396.0,MF,1990-03-30 00:00:00,168.0,65.0,2500,6.0,,,111.0,15.0,97.0,17.0,,,,,FC東京,FC東京,FC東京,1,1,1,30,22,29,6,1,5,1810,1311,1688
66,FC東京,18.0,石川　直宏,57.0,MF,1981-05-12 00:00:00,175.0,70.0,3500,16.0,,,289.0,49.0,23.0,3.0,2.0,0.0,6.0,0.0,FC東京,FC東京,FC東京,1,1,1,3,10,0,0,1,0,61,570,0
68,FC東京,20.0,前田　遼一,1160.0,FW,1981-10-09 00:00:00,183.0,78.0,5000,3.0,,,385.0,152.0,37.0,17.0,,,33.0,10.0,磐田,FC東京,FC東京,2,1,1,37,30,29,17,9,6,3233,2209,2050
69,FC東京,21.0,ユ　インス,180.0,MF,1994-12-28 00:00:00,178.0,71.0,480,2.0,,korea,5.0,1.0,,,26.0,11.0,,,-,-,FC東京,-,-,1,-,-,5,-,-,1,-,-,84
70,FC東京,22.0,徳永　悠平,1722.0,DF,1983-09-25 00:00:00,180.0,76.0,5000,12.0,,,335.0,4.0,37.0,3.0,,,9.0,0.0,FC東京,FC東京,FC東京,1,1,1,34,33,30,0,0,0,2992,2917,2533
71,FC東京,23.0,中島　翔哉,1055.0,MF,1994-08-23 00:00:00,164.0,64.0,2000,4.0,,,30.0,4.0,57.0,8.0,10.0,0.0,,,富山・FC東京,FC東京,FC東京,2,1,1,33,13,12,2,1,3,2600,401,765
73,FC東京,25.0,小川　諒也,255.0,DF,1996-11-24 00:00:00,183.0,78.0,700,3.0,,,18.0,0.0,,,15.0,0.0,,,-,FC東京,FC東京,-,1,1,-,0,18,-,0,0,-,0,1614
74,FC東京,26.0,柳　貴博,315.0,DF,1997-08-05 00:00:00,185.0,80.0,480,2.0,1.0,,0.0,0.0,,,24.0,0.0,,,-,-,FC東京,-,-,1,-,-,0,-,-,0,-,-,0
75,FC東京,27.0,田邉　草民,365.0,MF,1990-04-06 00:00:00,175.0,68.0,1200,8.0,,,54.0,4.0,31.0,5.0,3.0,2.0,,,SPA,FC東京,FC東京,9,1,1,35,0,24,1,0,1,-,0,1568
78,FC東京,30.0,廣末　陸,0.0,GK,1998-07-06 00:00:00,183.0,82.0,380,1.0,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
82,FC東京,33.0,林　彰洋,2430.0,GK,1987-05-07 00:00:00,195.0,93.0,7000,1.0,,,144.0,0.0,,,,,,,鳥栖,鳥栖,鳥栖,1,1,1,34,23,34,0,0,0,3060,2070,3060
85,FC東京,36.0,山田　将之,181.0,DF,1994-10-01 00:00:00,186.0,80.0,480,1.0,,,0.0,0.0,,,7.0,0.0,,,-,-,FC東京,-,-,1,-,-,0,-,-,0,-,-,0
86,FC東京,37.0,橋本　拳人,2225.0,MF,1993-08-16 00:00:00,183.0,76.0,1100,5.0,1.0,,41.0,5.0,60.0,0.0,3.0,0.0,,,熊本,FC東京,FC東京,2,1,1,39,13,28,0,1,4,3245,660,1956
87,FC東京,38.0,東　慶悟,2207.0,MF,1990-07-20 00:00:00,178.0,72.0,3200,5.0,,,184.0,20.0,29.0,6.0,,,,,FC東京,FC東京,FC東京,1,1,1,23,25,28,1,4,2,1413,1671,2138
93,FC東京,44.0,阿部　拓馬,468.0,FW,1987-12-05 00:00:00,171.0,72.0,2200,2.0,,,55.0,7.0,93.0,37.0,1.0,0.0,,,甲府,甲府,FC東京,1,1,1,14,30,11,1,5,1,933,2544,925
104,G大阪,1.0,東口　順昭,2970.0,GK,1986-05-12 00:00:00,184.0,78.0,7000,4.0,,,186.0,0.0,,,,,2.0,0.0,G大阪,G大阪,G大阪,1,1,1,34,34,34,0,0,0,3060,3029,3060
105,G大阪,2.0,三浦　弦太,3060.0,DF,1995-03-01 00:00:00,183.0,77.0,2000,1.0,,,16.0,0.0,29.0,0.0,11.0,1.0,,,清水,清水,清水,1,1,2,7,7,29,0,0,0,452,603,2478
108,G大阪,3.0,ファビオ,1906.0,DF,1989-02-28 00:00:00,186.0,78.0,4000,1.0,,brazil,58.0,8.0,,,,,,,横浜FM,横浜FM,横浜FM,1,1,1,11,33,23,0,4,3,733,2895,1995
111,G大阪,4.0,藤春　廣輝,2900.0,DF,1988-11-28 00:00:00,175.0,60.0,4000,7.0,,,131.0,4.0,42.0,4.0,,,3.0,0.0,G大阪,G大阪,G大阪,1,1,1,25,32,29,0,0,2,1950,2800,2486
112,G大阪,5.0,丹羽　大輝,128.0,DF,1986-01-16 00:00:00,181.0,74.0,4300,9.0,1.0,,131.0,2.0,149.0,6.0,,,2.0,0.0,G大阪,G大阪,G大阪,1,1,1,25,34,28,2,0,0,2065,3060,2462
113,G大阪,6.0,金　正也,1050.0,DF,1988-05-17 00:00:00,183.0,74.0,2000,6.0,,,63.0,3.0,,,1.0,0.0,,,G大阪,G大阪,G大阪,1,1,1,4,13,28,0,0,3,213,737,2404
114,G大阪,7.0,遠藤　保仁,2283.0,MF,1980-01-28 00:00:00,178.0,75.0,14500,17.0,,,537.0,100.0,33.0,5.0,,,152.0,15.0,G大阪,G大阪,G大阪,1,1,1,34,34,34,6,5,2,3053,3031,2872
115,G大阪,8.0,井手口　陽介,2585.0,MF,1996-08-23 00:00:00,171.0,71.0,2000,4.0,1.0,,30.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,G大阪,G大阪,G大阪,1,1,1,0,8,22,0,0,4,0,298,1490
116,G大阪,9.0,アデミウソン,1360.0,FW,1994-01-09 00:00:00,176.0,74.0,9000,2.0,,brazil,62.0,17.0,,,,,,,BRA,横浜FM,G大阪,9,1,1,15,33,29,1,8,9,-,2820,1942
117,G大阪,10.0,倉田　秋,2921.0,MF,1988-11-26 00:00:00,172.0,68.0,4500,9.0,1.0,,181.0,30.0,57.0,16.0,,,1.0,0.0,G大阪,G大阪,G大阪,1,1,1,30,31,34,6,5,2,1726,2193,2201
119,G大阪,13.0,呉屋　大翔,193.0,FW,1994-01-02 00:00:00,177.0,68.0,600,2.0,,,14.0,1.0,,,11.0,7.0,,,-,-,G大阪,-,-,1,-,-,14,-,-,1,-,-,337
120,G大阪,14.0,米倉　恒貴,255.0,DF,1988-05-17 00:00:00,176.0,71.0,3000,4.0,,,100.0,4.0,109.0,20.0,,,2.0,0.0,G大阪,G大阪,G大阪,1,1,1,21,31,21,1,2,1,1532,2454,1694
121,G大阪,15.0,今野　泰幸,2010.0,MF,1983-01-25 00:00:00,178.0,73.0,10000,6.0,,,390.0,43.0,91.0,7.0,,,87.0,2.0,G大阪,G大阪,G大阪,1,1,1,33,31,33,2,3,4,2766,2615,2721
123,G大阪,18.0,藤ヶ谷　陽介,73.0,GK,1981-02-13 00:00:00,185.0,82.0,1100,12.0,,,222.0,0.0,130.0,0.0,4.0,0.0,,,磐田,G大阪,G大阪,2,1,1,8,1,0,0,0,0,675,31,0
125,G大阪,20.0,長沢　駿,2424.0,FW,1988-08-25 00:00:00,192.0,82.0,2000,3.0,,,56.0,16.0,79.0,12.0,1.0,0.0,,,清水,清水・G大阪,G大阪,1,1,1,10,18,21,4,3,9,623,929,1152
126,G大阪,22.0,オ　ジェソク,2213.0,DF,1990-01-04 00:00:00,178.0,74.0,3500,5.0,,korea,52.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,G大阪,G大阪,G大阪,1,1,1,24,10,18,0,0,0,2114,645,1522
128,G大阪,24.0,井出　遥也,69.0,MF,1994-03-25 00:00:00,171.0,66.0,1300,1.0,,,,,99.0,15.0,1.0,0.0,,,千葉,千葉,千葉,2,2,2,32,31,35,4,6,5,2037,1863,2227
129,G大阪,25.0,藤本　淳吾,804.0,MF,1984-03-24 00:00:00,173.0,69.0,6000,2.0,,,291.0,51.0,,,4.0,2.0,13.0,1.0,横浜FM,横浜FM,G大阪,1,1,1,26,19,13,3,3,0,1803,1256,408
139,G大阪,35.0,初瀬　亮,1132.0,DF,1997-07-10 00:00:00,180.0,70.0,480,2.0,1.0,,5.0,0.0,,,15.0,0.0,,,-,G大阪,G大阪,-,1,1,-,0,5,-,0,0,-,0,287
140,G大阪,36.0,市丸　瑞希,76.0,MF,1997-05-08 00:00:00,174.0,66.0,480,2.0,1.0,,0.0,0.0,,,21.0,0.0,,,G大阪,G大阪,G大阪,1,1,1,0,0,0,0,0,0,0,0,0
142,G大阪,38.0,堂安　律,547.0,MF,1998-06-16 00:00:00,172.0,70.0,480,2.0,1.0,,5.0,0.0,,,21.0,10.0,,,-,G大阪,G大阪,-,1,1,-,2,3,-,0,0,-,46,25
143,G大阪,39.0,泉澤　仁,746.0,MF,1991-12-17 00:00:00,165.0,63.0,1800,1.0,,,46.0,3.0,41.0,7.0,,,,,大宮,大宮,大宮,1,2,1,16,41,30,0,7,3,906,3004,2022
159,浦和,1.0,西川　周作,3060.0,GK,1986-06-18 00:00:00,183.0,81.0,9000,4.0,,,355.0,0.0,,,,,31.0,0.0,浦和,浦和,浦和,1,1,1,34,34,34,0,0,0,3060,3060,3060
162,浦和,3.0,宇賀神　友弥,1664.0,MF,1988-03-23 00:00:00,172.0,71.0,5300,8.0,1.0,,183.0,12.0,,,,,,,浦和,浦和,浦和,1,1,1,31,31,26,3,1,3,2646,2654,2103
